10041 Q0 105796 1 43.610046860817924 None
10041 Q0 10143 2 42.680582822496916 None
10041 Q0 179469 3 37.08942152142075 None
10041 Q0 35878 4 32.46103887952029 None
10041 Q0 183756 5 31.554075975325834 None
10041 Q0 181563 6 31.38090042311487 None
10041 Q0 35870 7 30.649506003048344 None
10041 Q0 25385 8 30.645326493595697 None
10041 Q0 6781 9 29.989179336912116 None
10041 Q0 1630 10 29.915160075321612 None
10041 Q0 24792 11 29.04192382388614 None
10041 Q0 19545 12 29.017882894212253 None
10041 Q0 140386 13 28.919464180069205 None
10041 Q0 76627 14 28.914991598320363 None
10041 Q0 132746 15 28.7869819358131 None
10041 Q0 115373 16 28.31126332155969 None
10041 Q0 76503 17 28.188649990208102 None
10041 Q0 67140 18 28.09485940626057 None
10041 Q0 144104 19 27.8660905271691 None
10041 Q0 148187 20 27.74487380316897 None
10041 Q0 110606 21 27.444743327829652 None
10041 Q0 91553 22 27.36163082874181 None
10041 Q0 97775 23 27.32760011453992 None
10041 Q0 35237 24 27.299733468411734 None
10041 Q0 45019 25 27.17416900076379 None
10041 Q0 35544 26 27.154404418916187 None
10041 Q0 142032 27 27.095157521212652 None
10041 Q0 72703 28 27.075945980851028 None
10041 Q0 152817 29 27.062927889208428 None
10041 Q0 140042 30 26.890986759650634 None
10041 Q0 39460 31 26.728040494239185 None
10041 Q0 10054 32 26.686902256453447 None
10041 Q0 85968 33 26.66751050913623 None
10041 Q0 62451 34 26.364304096406713 None
10041 Q0 109747 35 26.294724696502307 None
10041 Q0 86402 36 26.29227788415623 None
10041 Q0 171769 37 26.224632058367426 None
10041 Q0 120706 38 26.18428821582523 None
10041 Q0 144063 39 26.122359320281202 None
10041 Q0 120400 40 26.11791955911901 None
10041 Q0 76507 41 26.035997416582838 None
10041 Q0 25886 42 25.943267743970246 None
10041 Q0 141745 43 25.886676127494052 None
10041 Q0 183127 44 25.854034307835377 None
10041 Q0 132767 45 25.79236633902918 None
10041 Q0 35847 46 25.777118344200726 None
10041 Q0 131193 47 25.47506961194867 None
10041 Q0 183003 48 25.414152710560103 None
10041 Q0 16641 49 25.41127004605351 None
10041 Q0 117240 50 25.398265738740708 None
10041 Q0 182731 51 25.382498688051214 None
10041 Q0 174899 52 25.378320225625075 None
10041 Q0 103782 53 25.372661998425407 None
10041 Q0 35898 54 25.321186580118155 None
10041 Q0 7578 55 25.263087544048556 None
10041 Q0 87378 56 25.250973175020142 None
10041 Q0 14576 57 25.205686905466294 None
10041 Q0 23007 58 25.00640610638828 None
10041 Q0 65904 59 24.933020694293873 None
10041 Q0 1046 60 24.913981885778792 None
10041 Q0 17118 61 24.847554669841713 None
10041 Q0 58657 62 24.83972642316452 None
10041 Q0 86568 63 24.814521314634632 None
10041 Q0 183129 64 24.643584914852685 None
10041 Q0 81325 65 24.619101175599912 None
10041 Q0 103355 66 24.61104628608583 None
10041 Q0 92166 67 24.566070812441616 None
10041 Q0 14001 68 24.50286650756004 None
10041 Q0 38600 69 24.49981773673718 None
10041 Q0 6886 70 24.494031332811087 None
